Ref_Date,GEO,OCC,Vector,Coordinate,Value
2015/08,Alberta,Finance and insurance clerks,v64593111,10.147,770
2015/08,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,770
2015/09,Alberta,Finance and insurance clerks,v64593111,10.147,770
2015/09,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,770
2015/10,Alberta,Administrative services managers,v64593003,10.43,770
2015/12,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,770
2005/01,Alberta,Masonry and plastering trades,v64593472,10.49,760
2005/04,Alberta,Carpenters and cabinetmakers,v64593469,10.487,760
2005/05,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,760
2005/05,Alberta,Primary production labourers,v64593614,10.628,760
2005/05,Alberta,Primary production labourers,v64593615,10.629,760
2005/06,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,760
2005/08,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,760
2005/08,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,760
2006/01,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,760
2006/07,Alberta,Motor vehicle and transit drivers,v64593552,10.568,760
2006/08,Alberta,Electrical trades and telecommunications occupations,v64593485,10.502,760
2006/11,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,760
2007/04,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,760
2007/08,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,760
2007/10,Alberta,Transport and equipment operators,v64593542,10.28,760
2008/02,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,760
2008/05,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,760
2008/05,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,760
2008/07,Alberta,Trades helpers and labourers,v64593572,10.587,760
2008/09,Alberta,Technical occupations related to natural and applied sciences,v64593176,10.211,760
2008/10,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,760
2008/12,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,760
2009/01,Alberta,Specialist managers,v64593002,10.42,760
2009/03,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,760
2009/04,Alberta,Mine service workers and operators in oil and gas drilling,v64593600,10.614,760
2009/05,Alberta,Other construction trades,v64593477,10.495,760
2009/07,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,760
2009/07,Alberta,Health occupations,v64593218,10.1,760
2009/08,Alberta,Technical occupations in electronics and electrical engineering,v64593192,10.227,760
2009/12,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,760
2010/08,Alberta,Professional occupations in business and finance,v64593060,10.6,760
2010/09,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,760
2010/09,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,760
2010/12,Alberta,Machine operators in manufacturing,v64593640,10.652,760
2011/02,Alberta,"Recording, scheduling and distributing occupations",v64593130,10.166,760
2011/06,Alberta,Retail salespersons and sales clerks,v64593375,10.4,760
2011/06,Alberta,Retail salespersons and sales clerks,v64593376,10.401,760
2011/10,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,760
2011/10,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,760
2011/12,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,760
2012/07,Alberta,Secretaries,v64593078,10.115,760
2012/07,Alberta,"Secretaries, recorders and transcriptionists",v64593079,10.116,760
2012/07,Alberta,Primary production labourers,v64593614,10.628,760
2012/07,Alberta,Primary production labourers,v64593615,10.629,760
2013/01,Alberta,Contractors and supervisors in trades and transportation,v64593450,10.25,760
2013/03,Alberta,Carpenters and cabinetmakers,v64593469,10.487,760
2013/07,Alberta,Administrative and regulatory occupations,v64593084,10.121,760
2013/07,Alberta,Administrative and regulatory occupations,v64593085,10.122,760
2013/08,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,760
2013/11,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,760
2013/11,Alberta,Heavy equipment operators,v64593544,10.56,760
2014/02,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,760
2014/03,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,760
2014/04,Alberta,"Clerical occupations, general office skills",v64593103,10.139,760
2014/04,Alberta,Primary production labourers,v64593614,10.628,760
2014/04,Alberta,Primary production labourers,v64593615,10.629,760
2014/05,Alberta,"Clerical occupations, general office skills",v64593103,10.139,760
2014/05,Alberta,Professional occupations in natural and applied sciences,v64593138,10.173,760
2014/09,Alberta,Motor vehicle and transit drivers,v64593552,10.568,760
2015/05,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,760
2015/07,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,760
2015/10,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,760
2015/11,Alberta,Administrative services managers,v64593003,10.43,760
2015/11,Alberta,"Technical occupations in architecture, drafting, surveying and mapping",v64593197,10.232,760
2015/12,Alberta,"Managers in retail trade, food and accommodation services",v64593016,10.56,760
2015/12,Alberta,Other technical inspectors and regulatory officers,v64593203,10.238,760
2005/01,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,750
2005/04,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,750
2005/06,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,750
2005/06,Alberta,Motor vehicle and transit drivers,v64593552,10.568,750
2005/07,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,750
2005/07,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,750
2005/09,Alberta,Mechanics,v64593507,10.524,750
2005/11,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,750
2005/12,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,750
2006/01,Alberta,"Clerical occupations, general office skills",v64593103,10.139,750
2006/02,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,750
2006/07,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,750
2006/09,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,750
2006/12,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,750
2007/02,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,750
2007/05,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,750
2007/05,Alberta,Heavy equipment operators,v64593544,10.56,750
2007/07,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,750
2007/11,Alberta,Trades helpers and labourers,v64593572,10.587,750
2008/03,Alberta,Primary production labourers,v64593614,10.628,750
2008/03,Alberta,Primary production labourers,v64593615,10.629,750
2008/03,Alberta,"Labourers in processing, manufacturing and utilities",v64593710,10.33,750
2008/03,Alberta,"Labourers in processing, manufacturing and utilities",v64593711,10.722,750
2008/05,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,750
2008/05,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,750
2008/07,Alberta,Secondary and elementary school teachers and educational counsellors,v64593297,10.326,750
2008/09,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,750
2008/10,Alberta,"Sales and service occupations, n.e.c.",v64593423,10.444,750
2008/11,Alberta,"Financial, secretarial and administrative occupations",v64593069,10.7,750
2008/12,Alberta,"Retail salespersons, sales clerks, cashiers, including retail trade supervisors",v64593374,10.19,750
2009/01,Alberta,"Occupations in social science, education, government service and religion",v64593269,10.13,750
2009/01,Alberta,Masonry and plastering trades,v64593472,10.49,750
2009/04,Alberta,"Occupations in social science, government service and religion",v64593270,10.14,750
2009/09,Alberta,Health occupations,v64593218,10.1,750
2009/09,Alberta,Machinists and related occupations,v64593497,10.514,750
2010/01,Alberta,Managers in retail trade,v64593017,10.57,750
2010/01,Alberta,Health occupations,v64593218,10.1,750
2010/02,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,750
2010/03,Alberta,"Library, correspondence and related information clerks",v64593121,10.157,750
2010/04,Alberta,Professional occupations in business and finance,v64593060,10.6,750
2010/04,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,750
2010/05,Alberta,Managers in retail trade,v64593017,10.57,750
2010/05,Alberta,Professional occupations in business and finance,v64593060,10.6,750
2010/05,Alberta,"Wholesale, technical, insurance, real estate sales specialists, and retail, wholesale and grain buyers",v64593364,10.18,750
2010/07,Alberta,Managers in retail trade,v64593017,10.57,750
2010/08,Alberta,"Contractors and supervisors, trades and related workers",v64593451,10.47,750
2010/10,Alberta,Finance and insurance clerks,v64593111,10.147,750
2010/11,Alberta,Health occupations,v64593218,10.1,750
2011/05,Alberta,Chefs and cooks,v64593382,10.406,750
2011/05,Alberta,Chefs and cooks,v64593383,10.407,750
2011/07,Alberta,"Managers in retail trade, food and accommodation services",v64593016,10.56,750
2011/10,Alberta,"Chefs and cooks, and occupations in food and beverage service, including supervisors",v64593381,10.2,750
2011/11,Alberta,Carpenters and cabinetmakers,v64593469,10.487,750
2011/11,Alberta,"Heavy equipment and crane operators, including drillers",v64593543,10.559,750
2011/12,Alberta,Cleaners,v64593432,10.453,750
2012/04,Alberta,"Machine operators and assemblers in manufacturing, including supervisors",v64593623,10.32,750
2012/05,Alberta,"Occupations unique to forestry operations, mining, oil and gas extraction and fishing, excluding labourers",v64593591,10.605,750
2012/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593301,10.33,750
2012/07,Alberta,"Paralegals, social services workers and occupations in education and religion, n.e.c.",v64593302,10.331,750
2012/10,Alberta,"Transportation equipment operators and related workers, excluding labourers",v64593551,10.567,750
2013/01,Alberta,Masonry and plastering trades,v64593472,10.49,750
2013/04,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,750
2013/06,Alberta,Machinery and transportation equipment mechanics (except motor vehicle),v64593508,10.525,750
